131	6411 8938 3588 216 8353 6182 7598 1654 9276 4449 6009 4806 9083 9233 4894 2248 4649 2961 5098 277
132	7344 2732 2123 3741
133	9990 10315 10350 9991
134	10825 359 2789 6580 8989
135	5635 4414 11569 6512 10054 1359
136	11650 8920 9650 4814
137	6411 3048 2612 870
138	8575 5276 6662 1524
139	1711 10879 9514 614
140	6426 3285 2510 2531 2848
141	9349 10041 11532 10277
142	8463 8466 2100 6977 8499 10032 6972 9764 5320 7541 6971 1411
143	6449 6030 2295 2905 3133 8357
144	6991 2081 2507 5122
145	2070 11092 3147 2688
146	8547 7469 7462 9774 8181 8548 6248 8185 8421 9468 8958 8183 8952 9469 8223
147	10797 9131 10724 11305 11179
148	5307 4750 1933 6332 5475 2827 7035 10608
149	2969 6727 6724 4984 3356
150	10690 9426 10691 11333
151	4633 4655 9588 700 4634
152	619 3294 3137 8234
153	9754 9821 7010 9481 11478
154	9425 5455 11583 9050
155	7269 3015 4392 269
156	2731 7686 277 7128 2270 4292 5577
157	728 2369 7486 1662
158	4972 6450 10464 5188
159	4837 4958 8385 6411
160	10007 10257 11834 11833
161	1316 3243 700 2575 4776
162	5941 2657 8533 4836 1069 3243
163	9769 526 995 6769 7568 9461 6548 3359 5322 9134 2866
164	4476 8816 280 808
165	534 2890 927 837
166	3292 5840 5636 6905
167	2295 7838 5311 2177 321 5674 8377
168	10109 8000 5121 6824
169	1706 5655 4019 8406 6283
170	175 3628 6801 4720
171	7163 8795 4608 1424
172	10606 7705 10605 11672 6972 6035 8193 8481 11541 8708 8872 7010 9574
173	1242 10669 8928 9636
174	2724 4845 10472 1960
175	2557 9202 7403 8516
176	4259 3424 1318 808 5354 4409
177	6460 1970 3046 7337 3855 11121 3215 3799 3455 11131
178	5945 797 1317 1911
179	935 1197 285 1076
180	1917 1035 5508 6584
181	2070 596 2105 2838 661 180 177 2575 1359 3793 261 183 1528
182	5476 851 2743 2837
183	8481 8500 7267 11060 9274 10031 8270 8773
184	4099 8383 9237 3340
185	9289 10059 10053 9696
186	1345 455 2379 9485 923 4477 4704 3144 6713 8105 7117 4798 6811 10917 2015 4498 5999 3805 8035 2766 8106 10082 3798 1866 3844 3376 6646 8037
187	1960 4661 1654 9531
188	8892 1593 2363 10638
189	1734 7423 995 1714
190	6425 1591 7772 2970
191	5188 8415 5462 6392
192	6054 10947 3114 10705 4406
193	3585 9269 281 11211 5211 3986 11168 7618 7126 6382 10532 5711 911 11724 615 10067 1960 9664 3163 3457 6849 7900 10971 2938 1009 11404 282 916 2400 2775 4368 11697
194	5808 2056 6219 2412 5065 297 1643 4153 1966
195	1374 5989 390 2295 6920 8516 7567
196	8099 8388 7915 9071
197	3691 1154 3359 6849
198	10897 4939 3955 1291 3931 4836 6096
199	720 4163 7068 6638 7022 6334 5360
200	808 3381 3866 5277 2697 3632
201	2888 3530 4778 2615 11851 10679 3602
202	5462 7821 8086 8150
203	1216 11208 3028 5564
204	4762 2183 8702 8332 1791 11900 2201 6588 1841 2818 6093 10529 4011 11899 7742 4802 9231 10983 1332 8119 5500 692 3768 5747 6585 6054 9123 5155
205	11763 11660 11881 11661 11850 11787
206	5435 11164 6392 10188
207	5372 3547 5365 797
208	820 9635 135 9461 9165
209	3581 7713 11096 9571 9670 10386 7619 9972 10520 10381 4662 9230 5476 9356 4706 5902
210	8689 2094 11431 6963
211	1220 7513 1819 3339
212	3847 1030 5706 4720
213	4219 7759 4796 4285
214	1841 4477 1581 432
215	2005 2960 2607 6342 10861
216	4254 7193 6403 1325
217	9070 10305 9487 9531
218	7513 5383 9441 9568
219	4704 9200 11217 2243
220	10698 6733 10520 3768 11068 11096 11061 11667 6904 11674 7745 7512 9232 10809 6216 11081 8862 11348
221	9046 5334 11724 11061 8796 8506 10030 2109 6944 3585
222	9724 4259 8920 7720 1737 4293 7383 1226 8209 2961 333 1702 10424 335 9142 4191
223	1063 2212 11151 5853
224	5518 355 4833 614
225	5869 7671 6339 8049
226	6030 10385 7486 1931 7921 3371 6009 4363 1837 2295
227	7363 2875 2394 4944
228	248 4065 785 168
229	6594 342 1203 523 5516 4039 6239 1954
230	6713 2485 898 2954 5895 5090
231	5786 9229 9680 2415 8043
232	10726 8862 6358 9695 2597 8805 7745 11507 11249 7571 11080 3280 11505 10247 11095 3389
233	5136 6261 5089 6528
234	4633 1476 11340 581 4828
235	586 1643 2985 3382 2994 4101 2741
236	2565 7081 3222 2308 5060
237	6878 8349 157 6992 11286 8337 5616 8097 6862
238	7772 9684 8942 9681
239	6822 5792 8246 7649
240	8165 4976 5266 2154
241	5924 3782 11421 11055
242	9461 7564 10102 2272 4667
243	11425 10325 6569 7441 5638 157 7433
244	8375 4930 4929 7209
245	229 1586 4451 5439
246	3547 2752 1269 6274
247	2181 4762 10525 6574 4582
248	9940 11092 9377 9795 3985 11201
249	1654 4709 398 5333
250	7094 7076 4536 6105
251	228 1118 136 699
252	6258 1602 1081 410 789 3581 816 567 1275 242 948 535 5427 607 348 1056
253	4231 8660 9234 5005
254	531 4975 8633 2809
255	5055 10843 1764 7307
256	6460 10757 9860 5885
257	4408 2158 9667 3741 10822 7378 9689 4683
258	6005 7052 2699 11404
259	10296 10801 11743 10578 10142 10770
260	1144 725 2040 1099
261	3944 752 8124 5963
262	2291 4045 5178 6820 45 1147 5101 3641
263	7439 11421 6252 9056
264	634 1112 536 729 625
265	4275 874 11309 9970
266	7925 431 6520 1943
267	9172 6438 11253 10258
268	1371 56 4437 8472 304 7546 4649 3542
269	9364 3710 7010 9362
270	10487 9493 7469 7467 8220
271	11338 8933 258 11021 259 8845 4602 3411
272	10525 1918 2119 6566
273	301 3888 10592 6009 25 5208
274	5803 6696 7501 10056 6927
275	7006 805 11267 10720 7219 7773 11471
276	1239 7876 8934 2169 3436 3147 9119 9362 3591 6368 3437 931 3612 3368 3139 925 1279 9118 3040 3899
277	9422 7751 3937 7248
278	8286 8405 1694 8402 8922 9515 8404 3456
279	4528 2611 1358 9009 2172 10703 10310 8534 7377 7814 7869 7378 171 3422
280	3840 6290 5749 1848
281	4493 4107 6120 2936 7188 769 1455 8697
282	11663 1509 11356 7502
283	9692 6627 8427 9880
284	133 5116 10263 10147
285	11423 7438 6512 11425
286	2548 11404 8357 8219 5371
287	1930 683 22 533 7842 226 1035 842
288	7390 6894 7598 424
289	5348 5324 6222 7001
290	3070 173 9709 2950
291	7686 8514 801 10557 3327
292	10641 10925 10838 10998 8774
293	2135 4720 4457 45
294	6757 8732 10535 6754 9756
295	11268 10606 7248 6181
296	173 1551 3948 8046
297	9554 8925 9659 7895
298	9977 2275 2918 5257 3821 531 1524 1747
299	5890 7650 5117 5823
300	6567 433 6948 2460 1801
301	7513 6919 3963 5377
302	9549 1783 1791 10508
303	2809 3120 7066 4641
304	7673 7833 6178 4602
305	7204 7185 9834 11464
306	10033 7223 2023 10743 9000 10738 4118 10178 10744 9020 10737 341
307	8694 1788 6118 9626
308	8870 9660 8416 7558 4506
309	5504 8574 8155 4880 947 7864
310	581 1043 9285 1495
311	3633 596 6167 355 6474
312	10162 11810 11812 11807
313	2781 2790 1614 844
314	5184 9591 4045 2019 9940 9980
315	1331 6512 7378 355 3944 4175 3031
316	399 3135 2295 3133
317	7752 6690 7383 8256
318	7943 8944 11295 11296
319	9881 11093 4105 7560 8928 7910 5588 28
320	1946 2698 1060 2890
321	11421 9159 11424 8853 11423 159 11426
322	11109 7587 10741 9325
323	3524 8769 10984 5857
324	7263 9381 9380 9382
325	9237 11656 1116 7258
326	6549 8229 2558 11141
327	9461 11244 11212 11546 7317 9231 7512 11563 8404 11476 9332 8506 9042 10962 8544 7376 11220 3389 11575 11081 3897 7784 11305 11027 11627 6155 11913 10024 6148 7878 6152 11831 9225 10699 8283 5607 11245 11274 7403 9183 11817 8434 94 11064 9179
328	11636 9778 7438 7926 3701
329	1682 1245 699 326
330	6948 3376 1851 5259 7248 2978 3437 614
331	4666 699 2540 2241
332	10229 8751 10525 11370
333	1406 10726 8502 4011 1164 8770
334	3645 11512 9164 1080
335	8413 8434 9072 5928
336	10127 6180 75 3671
337	4584 4077 2881 3778
338	8913 1509 5624 4831
339	2671 3770 8621 355 876 10206 555 7367
340	11428 9548 6456 10377 3583 7671 2220 2041
341	5065 432 9200 7107
342	2989 4911 887 417
343	8044 220 8043 3924 3928
344	7657 1898 11404 9603
345	2540 585 5450 10177
346	11332 1297 10865 2568 8932 7005 9849
347	7268 9286 6104 7266
348	6475 1579 1580 7514
349	1608 4633 10947 9799
350	8741 8548 9502 9503
351	9488 9490 8278 8442
352	6823 6454 8000 6822
353	558 5153 5835 5610
354	9564 11386 6085 6172 6344 11404 4859 11440
355	10457 10635 3093 10582
356	814 1270 609 822 645 842 1126 608
357	133 6573 199 1622 5583
358	7360 3579 3453 3167 2797
359	5937 10981 5275 3391 6272 6380 5317 5909 6211 5001 6549 5315 1569 8066 5245 10610 10985 1155 8346 2337 3514 5462 9455 5054
360	2814 2128 4478 4242
361	8106 8725 8763 6191 9577
362	8889 2762 596 9134 9461
363	1792 4120 620 122 99
364	3131 11554 2426 660
365	5439 596 6543 5465 3835 3362 24
366	4812 1682 7889 10870
367	9175 10323 9819 9070
368	1084 8442 4233 5807 8681
369	2944 1009 2945 786
370	2208 4960 8811 1594
371	6995 1750 9181 8153 9179
372	2993 7015 2040 11636 7109 6221 3719 6441 764 7377 6575 3504 7622 7621 3118 1138
373	5305 5319 7961 7958
374	5040 9461 7615 9134
375	9249 9179 3557 2975
376	4224 6457 9230 8862 662 11110 6731 6974
377	261 1174 1052 1882
378	305 6676 7418 1960
379	11833 10007 11834 8658
380	5095 5446 5703 2263 6091
381	2741 1076 10564 1520 2706
382	7747 2466 4410 7292 2769 993 2800 2440 3064 627 9281 1741 9165 7688 417 787 5506 8280 1215 2536 2462 5504 5434 4886
383	7891 2255 1588 841
384	4166 5665 1053 5439 7549
385	1128 1369 3215 4399 9420 8739 7320
386	11894 10232 10229 10228
387	355 1792 1988 1611 5101 5165 5706
388	7917 8418 9636 9534 9512 8998 2041 7602
389	2505 8786 7630 10922
390	3348 3734 1117 3297 5277 9017
391	1643 241 10338 1827
392	5482 1122 2967 9900
393	2915 11085 8922 4667
394	4672 9439 5712 2121
395	6944 436 10104 1966
396	572 4007 7116 10177
397	5439 4163 3157 6165
398	9863 7005 2844 10114 7122 802 1226 7611 4038 7563 8904 722 8442 1659 2819 7188 5264 8443 4508 7242 8906 4647 6699 2657 9725 10525 8910 7234 3861 6512 2316 2987
399	10087 1870 8997 11155
400	2864 11191 11099 7202
401	3233 348 7294 3298 1895 2124 9162 614 925 835 3079 3914
402	4380 4114 5454 8763
403	11119 3023 5668 4140
404	4121 3204 4250 3969 1114
405	2032 2508 1659 2121
406	7017 157 7008 7328
407	6707 1734 1359 284
408	8692 9217 7995 4459
409	9769 10456 6756 1402 8838 10229
410	8863 7493 4238 1725
411	4831 9887 5929 7879
412	8402 4477 6619 8403
413	953 9700 7300 661 3156
414	489 7117 4461 27 11290
415	5894 7805 1179 2299 2263
416	3341 9484 9133 5367
417	2607 2783 893 2184
418	22 7248 11425 11663
419	5586 8025 10208 7839 7836
420	1359 1289 5890 2563
421	4234 2460 1242 1035 3862
422	4654 1177 2244 2029
423	5281 136 4844 7594 5439 178 8718
424	8766 5379 11030 1591
425	6220 10436 4328 3199
426	10583 11894 8974 4546 10663 7360
427	3950 4086 3138 8509
428	1113 534 1032 747 935 758 713 829
429	11140 11139 321 10741 10781
430	10938 9032 11381 10278
431	228 2902 3272 240 167 256 5161 2491 4651 1948 3602 2365 1433 1946 2546 375 1213 3280 1950 20 4209 6662 4048 236 2579 229 6069 260
432	3656 10137 7716 1329 10329 10655 3731 7659
433	10371 10571 10294 10038 10236
434	1759 6111 7373 6691
435	2727 7414 11893 9487
436	2014 5123 6705 779 4446 4056 2428 7108
437	10886 4524 9392 4932
438	1459 9106 2227 5374
439	1932 1972 815 4056
440	817 3233 2567 3761 359
441	1987 3770 3021 3509
442	2495 6705 5104 3291
443	3298 1352 5378 6339
444	11190 896 4085 173 398
445	6222 7630 585 10322
446	2206 8468 10672 10928 4277 8830 7525 10273 7415 9923 1779 4338 10008 5471 11513 2874 7292 8596 8100 10570 389 11066 2036 10894
447	1610 1410 4677 1748 1718 3792
448	4863 613 1135 3759
449	10185 10160 10196 10159 7970
450	7868 3155 6256 5206 7328
451	1212 0 2531 1246 1293 1935 52 2295
452	3528 4067 2692 250 1760 3533 2690 4840 180
453	5164 5124 1463 4082
454	2247 4409 6763 5750
455	6223 4849 6392 10892 5994 10336
456	4326 901 11148 285
457	11323 445 1244 10313
458	3862 5178 3183 5657
459	8289 4728 9903 7068 3437 8341
460	8555 2424 4642 9827 4435 10865
461	821 799 280 625 683
462	11686 11614 11839 11613 11611 11893
463	4804 5612 4406 1364
464	3766 8631 5315 5317 5909
465	4010 11186 10315 3386
466	1250 1109 1040 1249 1108
467	1208 2166 1116 1544 2469 7092 2711
468	9822 11690 9742 1058 8233
469	1374 4633 7122 201
470	4477 11049 581 4571
471	6151 2890 3401 11581 5817 11678 781 3849 7773 10506 2340 11671 5017 5117 11018 9671 11672 9379 9052 4359 8868 4149 295 6529
472	4430 2782 6713 8471
473	4285 8999 3423 2993 7282 8673 4287 4388
474	3278 3302 3406 1880
475	8785 8682 9069 8683
476	10757 10605 3651 9287
477	11191 11281 11628 8419 10132
478	722 744 988 289 935 290 797 625
479	5662 6512 6569 11636
480	1714 3411 5155 2308
481	3467 1222 5227 6565
482	2181 8920 6940 6779
483	2447 5964 10125 2967
484	11270 11272 10828 10498 5929 9225 10932
485	7860 1339 1800 10753
486	1014 9194 1594 3296
487	2812 2037 6502 11123
488	6905 5165 7762 4304
489	10257 10057 11217 11400
490	9680 2984 5587 1066 9210
491	6512 7953 5142 8125
492	180 11289 10066 6831 8736 7831 11404 10060 7090 8650 6350 6691 11114 10154 6285 3918 10534 224 41 3819 2314 3130 1815 424 8047 9005 654 5300 10188 10281 2357 1659 2110 809 1452 4914 193 9017 4207 1611 9038 1359 3919 1407 2776 4788 4920 637 11120 8052 11116 10215 5815 1559 3023 8838 7591 7094 2184 457 240 1001 11119 22 7716 8524 157 10795 4563 339 8050 9007 5543 4107 9033 6344 4765 6345 3329 9006 11590 8055 6255 2128 4049 7096 6351 5085 9004 652 7865 3818 8051
493	10527 9659 6942 7248
494	7137 7333 6035 7253 2874 11675 11237 9156
495	8964 9712 5751 7997 6552
496	2967 1791 5371 3304 2128
497	9500 8425 9503 8426
498	8328 6841 147 1227 8093 5772 3967
499	5986 10178 2575 3557
500	9540 5708 655 4407 2531 2482
501	2012 1076 1235 1932
502	10890 9503 10891 10974 10887 9314 9308 10889
503	1369 9202 1216 762
504	4787 4524 4198 6335 4789
505	2549 28 1454 9993
506	4204 5467 6720 3662
507	211 317 316 4405
508	2852 880 1928 8011
509	2967 1925 4141 2066
510	11696 8717 4149 2556
511	10371 11227 10401 10514 10785 7182 10252 10689 4622 6692 11212 8717 11210
512	10292 3588 7665 3291 7301 1886 1470
513	1163 8494 8495 6190
514	7797 2482 10194 8019 9119
515	28 2491 9722 8336
516	831 6856 7780 8209
517	11763 11787 11850 11762 4688 11788
518	8365 6066 7005 8833
519	649 464 688 664
520	2142 7497 4883 686 1121 2874
521	8802 9761 7957 6274
522	9018 5921 9002 6550 4853
523	1997 11896 3112 4008 6590 7733 6510 3413
524	7927 7644 591 2651
525	471 1597 2238 432
526	10700 7330 7092 10812 5651 11059 11349
527	11832 10257 11834 10007
528	6241 4277 979 9334 6549 4538 5882 7991
529	3245 3436 3437 5332 6479 3695 1216 5363
530	902 6565 2421 3227
531	2135 1232 213 289
532	8194 6919 6284 8595 1722
533	6714 9063 4456 10740 3518
534	7943 1790 4752 6420
535	3651 2531 10735 2247
536	5955 5826 2671 7529
537	7136 8949 8504 2874 10135 8480 4612 11126
538	3346 6067 7434 4000 4633 7788 4634 6795
539	6399 5869 3215 3560 11567
540	932 2412 6547 6778 6392 4441 6488 5999 10464 9982 3641 2296
541	2137 4582 4525 970
542	9200 4150 3155 5044 9975 2898 4441 11274 7790 2041 8357 7663
543	7382 2510 4478 9994 1585 1722 5364 2496
544	1144 6577 5684 8207
545	2175 994 6220 5568
546	11381 11478 11162 6672
547	2611 3532 3759 5145
548	2273 4843 7833 7248 10045
549	4446 2154 6251 4775 6267 6623 899
550	10660 8938 9183 9795
551	178 1256 256 166
552	7300 11426 11423 3464
553	884 6384 5148 5146
554	4493 9592 4017 5650
555	10841 9634 10935 10844
556	3846 468 2941 973 5980
557	4560 7373 7104 4582
558	7057 2447 6591 4209 1661 3651 7339
559	2568 8443 10590 1002
560	5375 6497 9461 6496
561	4976 285 2979 3195 1264 8134 5594 289
562	8836 8730 8734 10456 6425 6659 8652 6752 6755 9205 10402
563	4352 2166 3548 11561
564	9062 1212 7188 1313
565	10845 7123 10847 1734
566	6556 5596 9642 11089
567	2906 537 4837 2865 617 6160 5015 1251 2061
568	4598 4276 1786 5732 5015 10552 2427 1713 2137
569	11210 9061 6203 11077 8462 9270 9137 9578 4224 10865
570	191 282 10541 5439
571	1212 6894 6809 7192
572	8679 1987 1966 1264 2353 8683 3926
573	7206 5858 1603 7356 6508 6433 1702 2037
574	8707 5764 8812 4218 7804
575	5051 4804 1561 6556
576	3956 9246 617 8564
577	2579 9053 7317 1760 6690
578	341 178 166 272
579	3013 5711 6939 2463 3957 9838 7797 7271 7815 970 7648 2037 2531 5151 8842 3834 8320 1625 6823
580	8728 8632 3770 2291
581	3296 8966 2614 5638 2779 415 2179 2937
582	5693 4460 2125 2420 3984 3759 840 3291 4718 4437 1948 2435
583	6648 8783 9978 10569 596 368 11081 7920 10273 10589 11676 11511 7269 10984 7337 916 3702 1614 9351 178 8506 5230 8939 6640 8012 250 1787 8974 7010 1163 10272 5204 6733 8482 8489 11697 11915 94 7908 10483 577 8751 11675 9620 10698 7978 8926 1140
584	10469 218 9320 9733
585	3939 6861 10177 6708
586	1163 8282 6648 5651
587	7491 2540 4837 10850 10669 10984
588	10122 2856 10954 3000
589	2460 2463 7693 3376 702 3305
590	4706 5465 9340 6130 6543
591	5813 2286 2169 3082 3959
592	6474 8574 3013 321 5504 10194 175
593	3663 11553 8996 6876
594	2231 4607 4845 2482 3243 289 6018 8885 5858 3837 7380
595	642 9447 8938 8939 1956 4203
596	8466 11078 7669 797
597	5732 10112 4966 7747
598	9546 10227 9658 11049
599	10426 6498 7513 5929
600	3131 4619 3353 7517 3227
601	2041 9563 7548 9247 397 9523
602	3277 4044 10370 9477
603	1279 9810 2993 11284
604	375 561 283 3921
605	7072 5859 3255 8082 4973
606	5718 5264 8216 808 7409 8445 772 2310 5947
607	9564 10651 9203 8369
608	3332 6274 8582 10871 6748 9723 45 7947 10600 9615 6403 8737
609	10258 10047 11424 10827
610	11435 6596 6673 6079 8501
611	925 2659 690 4667 141 4042
612	4786 2868 4209 2669 1874 2636 2970 5490
613	282 344 6094 6520
614	3228 5817 3646 661 5830
615	1591 3551 1965 9779
616	10806 10770 10769 10803
617	7523 2342 6138 4503 6133
618	891 5002 5259 6421 6009 7942 7472 4837 864
619	11545 9284 6872 7897 11513 3284
620	8462 8498 10032 7540 8464 1164 915 8463
621	5556 4123 133 1881
622	11333 10305 11769 10691
623	11724 6207 9274 7072
624	7175 9918 2700 8818
625	2461 4775 9482 6567
626	1116 1884 661 4361
627	11047 3753 4853 3517 5499
628	10510 10443 10962 11249 7234 7002 9085 11533 10981 9424 9542 11670 11831 6906 11125 10371 3897 8273 6207 6361 6359 9461
629	6076 9853 7248 4598
630	719 10983 7299 11471
631	11858 11325 11857 11856
632	5790 5929 7088 4002
633	2645 7796 9560 8817 6705 1948 9559 7319
634	10558 10608 10609 11141
635	6756 136 5439 7328
636	101 11568 11453 9857
637	1066 3651 1929 2994 2866 1663 1333
638	7233 511 11310 5237 577 9680 2540 10268 3225
639	8216 173 8539 199 11393 9017
640	7255 5468 4681 5797 4885 4948 8282 7092
641	8619 10559 181 10456
642	1606 4703 8857 724 4374
643	10585 5590 11064 7773
644	6179 558 237 7347 3451 5699
645	88 6060 719 7395
646	4563 9551 11767 11480
647	10129 3610 10653 4056
648	3479 1885 3579 3432
649	5477 4259 8952 7525
650	7470 8221 8548 5267 8420 7195
651	8498 8495 915 6974
652	1574 6016 3535 6221
653	9020 6960 1332 5742 6701 1800 8046 6621 1226 6700 4071 5833
654	6065 4644 4858 4509
655	6543 10314 8169 5920
656	1464 592 11783 2866
657	7318 6987 9354 1279 11494 2977 10740 578 4550 6835 8462 11076 1333 7358 10398 10404 625 4357 1264 970 8889 6836 5700 7411 7878 5124 1342 10842 11097 3951 1083 5830
658	8233 5790 7843 8402
659	8822 8821 6512 6037
660	5117 4831 806 25 9105 1612 1615 1272
661	11185 7697 3088 5259
662	9695 11683 9687 1140 8775 8689
663	10482 10524 9502 8414 5883 9025 8958 8421 8687 9468
664	1487 1863 8852 2125
665	1990 199 10586 9157 1347 9583 9281 6613 8920 7405 9989
666	4014 9722 9132 6617
667	5862 6217 7720 8753
668	3878 4562 7149 5747 9572 7164 10048 502 8120 2736 8119 240 4045 1631 8702 3884
669	3121 2394 6166 3530
670	8055 327 6401 1578
671	5337 1333 9856 2920 7534 2033 1963 1796
672	808 4711 5786 6992
673	6594 4169 7532 8547 8412 6326 8558 8199 3030 8941 5796 9362 7885 8210 4998 6568 6320 6434 9486 8548 7578 9078 7080 6595 7527 6319 6068 2532 8338 8202 8200 1279 7876
674	8108 8823 9669 7276 6656 8435
675	8838 1312 4515 9135 5262
676	10447 8337 9553 10258
677	597 3285 312 3535 9875
678	9483 9482 9743 10318 9481
679	3341 1090 9240 6791
680	8294 10895 8352 7522
681	6938 8908 6107 5741
682	6384 6764 2503 371 10740
683	2718 7358 9542 6906
684	1653 8688 5528 10488 7002
685	6191 3371 4606 8227
686	3999 7961 1058 9761 11131 6274 9709
687	3298 9835 9729 2125 9919 9783 2275 11818 4667
688	6120 10099 6541 4839
689	7317 6373 5271 7800
690	10405 9153 11310 8468 10406
691	443 355 6396 6638 5519 2321 1328
692	2317 7912 9038 3557 6565 7204
693	285 157 9667 9229
694	612 475 5481 4833
695	4775 6389 5308 180 8832
696	924 9818 7297 11237 11097
697	8125 1886 3695 284
698	9202 1653 3097 5371 7512 11220
699	21 7773 2687 6178
700	3351 5370 8832 7248 3937 8039
701	10930 587 2482 6150 11668 4389 10499 11586 3575 10188 5830 10172
702	11361 3748 10525 9229 6883 2460 546
703	495 4448 8928 585
704	10006 10124 9010 10317
